site,release_site,release_id,date_recaptured,number_recaptured,median_fork_length_recaptured
Clear Creek,VB,CLR677,2017-01-30,31,36
Clear Creek,VB,CLR677,2017-01-31,0,NA
Clear Creek,VB,CLR677,2017-02-01,0,NA
Clear Creek,VB,CLR677,2017-02-02,0,NA
Clear Creek,VB,CLR677,2017-02-03,0,NA
Clear Creek,CCRB,CLR678,2017-12-08,16,35
Clear Creek,CCRB,CLR678,2017-12-09,0,NA
Clear Creek,CCRB,CLR678,2017-12-10,0,NA
Clear Creek,CCRB,CLR678,2017-12-11,0,NA
Clear Creek,CCRB,CLR678,2017-12-12,0,NA
Clear Creek,CCRB,CLR679,2017-12-13,14,35
Clear Creek,CCRB,CLR679,2017-12-14,0,NA
Clear Creek,CCRB,CLR679,2017-12-15,0,NA
Clear Creek,CCRB,CLR679,2017-12-16,0,NA
Clear Creek,CCRB,CLR679,2017-12-17,0,NA
Clear Creek,CCRB,CLR680,2017-12-16,12,36
Clear Creek,CCRB,CLR680,2017-12-17,0,NA
Clear Creek,CCRB,CLR680,2017-12-18,0,NA
Clear Creek,CCRB,CLR680,2017-12-19,0,NA
Clear Creek,CCRB,CLR680,2017-12-20,0,NA
Clear Creek,CCRB,CLR681,2017-12-20,25,35
Clear Creek,CCRB,CLR681,2017-12-21,0,NA
Clear Creek,CCRB,CLR681,2017-12-22,0,NA
Clear Creek,CCRB,CLR681,2017-12-23,0,NA
Clear Creek,CCRB,CLR681,2017-12-24,0,NA
Clear Creek,VB,CLR682,2018-01-13,9,34
Clear Creek,VB,CLR682,2018-01-14,0,NA
Clear Creek,VB,CLR682,2018-01-15,0,NA
Clear Creek,VB,CLR682,2018-01-16,0,NA
Clear Creek,VB,CLR682,2018-01-17,0,NA
Clear Creek,VB,CLR683,2018-01-17,24,33
Clear Creek,VB,CLR683,2018-01-18,0,NA
Clear Creek,VB,CLR683,2018-01-19,0,NA
Clear Creek,VB,CLR683,2018-01-20,0,NA
Clear Creek,VB,CLR683,2018-01-21,0,NA
Clear Creek,VB,CLR684,2018-01-23,21,33
Clear Creek,VB,CLR684,2018-01-24,0,NA
Clear Creek,VB,CLR684,2018-01-25,0,NA
Clear Creek,VB,CLR684,2018-01-26,0,NA
Clear Creek,VB,CLR684,2018-01-27,0,NA
Clear Creek,VB,CLR685,2018-02-02,29,33
Clear Creek,VB,CLR685,2018-02-03,1,33
Clear Creek,VB,CLR685,2018-02-04,0,NA
Clear Creek,VB,CLR685,2018-02-05,0,NA
Clear Creek,VB,CLR685,2018-02-06,0,NA
Clear Creek,VB,CLR686,2018-02-08,11,33
Clear Creek,VB,CLR686,2018-02-09,0,NA
Clear Creek,VB,CLR686,2018-02-10,0,NA
Clear Creek,VB,CLR686,2018-02-11,0,NA
Clear Creek,VB,CLR686,2018-02-12,0,NA
Clear Creek,VB,CLR687,2018-02-15,26,33
Clear Creek,VB,CLR687,2018-02-16,0,NA
Clear Creek,VB,CLR687,2018-02-17,0,NA
Clear Creek,VB,CLR687,2018-02-18,0,NA
Clear Creek,VB,CLR687,2018-02-19,0,NA
Clear Creek,VB,CLR688,2018-03-18,18,37
Clear Creek,VB,CLR688,2018-03-19,0,NA
Clear Creek,VB,CLR688,2018-03-20,0,NA
Clear Creek,VB,CLR688,2018-03-21,0,NA
Clear Creek,VB,CLR688,2018-03-22,0,NA
Clear Creek,CCRB,CLR689,2019-01-03,32,36
Clear Creek,CCRB,CLR689,2019-01-04,0,NA
Clear Creek,CCRB,CLR689,2019-01-05,0,NA
Clear Creek,CCRB,CLR689,2019-01-06,0,NA
Clear Creek,CCRB,CLR689,2019-01-07,0,NA
Clear Creek,P4,CLR690,2019-01-24,12,37
Clear Creek,P4,CLR690,2019-01-25,0,NA
Clear Creek,P4,CLR690,2019-01-26,0,NA
Clear Creek,P4,CLR690,2019-01-27,0,NA
Clear Creek,P4,CLR690,2019-01-28,0,NA
Clear Creek,VB,CLR691,2019-01-30,13,37
Clear Creek,VB,CLR691,2019-01-31,0,NA
Clear Creek,VB,CLR691,2019-02-01,0,NA
Clear Creek,VB,CLR691,2019-02-02,0,NA
Clear Creek,VB,CLR691,2019-02-03,0,NA
Clear Creek,VB,CLR692,2019-02-06,16,35
Clear Creek,VB,CLR692,2019-02-07,0,NA
Clear Creek,VB,CLR692,2019-02-08,0,NA
Clear Creek,VB,CLR692,2019-02-09,0,NA
Clear Creek,VB,CLR692,2019-02-10,0,NA
Clear Creek,VB,CLR693,2019-02-20,25,35
Clear Creek,VB,CLR693,2019-02-21,0,NA
Clear Creek,VB,CLR693,2019-02-22,0,NA
Clear Creek,VB,CLR693,2019-02-23,0,NA
Clear Creek,VB,CLR693,2019-02-24,0,NA
Clear Creek,VB,CLR694,2019-12-13,8,34
Clear Creek,VB,CLR694,2019-12-14,4,34
Clear Creek,VB,CLR694,2019-12-15,0,NA
Clear Creek,VB,CLR694,2019-12-16,0,NA
Clear Creek,VB,CLR694,2019-12-17,0,NA
Clear Creek,CCRB,CLR695,2019-12-13,21,33
Clear Creek,CCRB,CLR695,2019-12-14,0,NA
Clear Creek,CCRB,CLR695,2019-12-15,0,NA
Clear Creek,CCRB,CLR695,2019-12-16,0,NA
Clear Creek,CCRB,CLR695,2019-12-17,0,NA
Clear Creek,CCRB,CLR696,2019-12-27,13,35
Clear Creek,CCRB,CLR696,2019-12-28,2,35
Clear Creek,CCRB,CLR696,2019-12-29,0,NA
Clear Creek,CCRB,CLR696,2019-12-30,0,NA
Clear Creek,CCRB,CLR696,2019-12-31,0,NA
Clear Creek,CCRB,CLR697,2019-12-31,19,35
Clear Creek,CCRB,CLR697,2020-01-01,10,35
Clear Creek,CCRB,CLR697,2020-01-02,2,35
Clear Creek,CCRB,CLR697,2020-01-03,1,35
Clear Creek,CCRB,CLR697,2020-01-04,0,NA
Clear Creek,CCRB,CLR698,2020-01-05,48,35
Clear Creek,CCRB,CLR698,2020-01-06,6,35
Clear Creek,CCRB,CLR698,2020-01-07,0,NA
Clear Creek,CCRB,CLR698,2020-01-08,0,NA
Clear Creek,CCRB,CLR698,2020-01-09,0,NA
Clear Creek,VB,CLR699,2020-01-09,13,36
Clear Creek,VB,CLR699,2020-01-10,5,36
Clear Creek,VB,CLR699,2020-01-11,1,36
Clear Creek,VB,CLR699,2020-01-12,0,NA
Clear Creek,VB,CLR699,2020-01-13,0,NA
Clear Creek,VB,CLR700,2020-01-16,11,35
Clear Creek,VB,CLR700,2020-01-17,1,35
Clear Creek,VB,CLR700,2020-01-18,0,NA
Clear Creek,VB,CLR700,2020-01-19,0,NA
Clear Creek,VB,CLR700,2020-01-20,0,NA
Clear Creek,VB,CLR701,2020-01-24,11,35
Clear Creek,VB,CLR701,2020-01-25,1,35
Clear Creek,VB,CLR701,2020-01-26,0,NA
Clear Creek,VB,CLR701,2020-01-27,0,NA
Clear Creek,VB,CLR701,2020-01-28,0,NA
Clear Creek,VB,CLR702,2020-02-01,18,35
Clear Creek,VB,CLR702,2020-02-02,0,NA
Clear Creek,VB,CLR702,2020-02-03,0,NA
Clear Creek,VB,CLR702,2020-02-04,0,NA
Clear Creek,VB,CLR702,2020-02-05,0,NA
Clear Creek,VB,CLR703,2020-02-08,12,36
Clear Creek,VB,CLR703,2020-02-09,0,NA
Clear Creek,VB,CLR703,2020-02-10,0,NA
Clear Creek,VB,CLR703,2020-02-11,0,NA
Clear Creek,VB,CLR703,2020-02-12,0,NA
Clear Creek,VB,CLR704,2020-02-20,11,36
Clear Creek,VB,CLR704,2020-02-21,0,NA
Clear Creek,VB,CLR704,2020-02-22,5,36
Clear Creek,VB,CLR704,2020-02-23,0,NA
Clear Creek,VB,CLR704,2020-02-24,0,NA
Clear Creek,VB,CLR705,2020-03-04,4,37
Clear Creek,VB,CLR705,2020-03-05,0,NA
Clear Creek,VB,CLR705,2020-03-06,0,NA
Clear Creek,VB,CLR705,2020-03-07,0,NA
Clear Creek,VB,CLR705,2020-03-08,0,NA
Clear Creek,CCRB,CLR706,2020-12-09,30,34
Clear Creek,CCRB,CLR706,2020-12-10,6,34
Clear Creek,CCRB,CLR706,2020-12-11,1,34
Clear Creek,CCRB,CLR706,2020-12-12,0,NA
Clear Creek,CCRB,CLR706,2020-12-13,0,NA
Clear Creek,CCRB,CLR707,2020-12-16,42,35
Clear Creek,CCRB,CLR707,2020-12-17,0,NA
Clear Creek,CCRB,CLR707,2020-12-18,0,NA
Clear Creek,CCRB,CLR707,2020-12-19,0,NA
Clear Creek,CCRB,CLR707,2020-12-20,0,NA
Clear Creek,CCRB,CLR708,2020-12-23,41,33
Clear Creek,CCRB,CLR708,2020-12-24,1,33
Clear Creek,CCRB,CLR708,2020-12-25,0,NA
Clear Creek,CCRB,CLR708,2020-12-26,0,NA
Clear Creek,CCRB,CLR708,2020-12-27,0,NA
Clear Creek,VB,CLR709,2020-12-26,13,38
Clear Creek,VB,CLR709,2020-12-27,0,NA
Clear Creek,VB,CLR709,2020-12-28,0,NA
Clear Creek,VB,CLR709,2020-12-29,0,NA
Clear Creek,VB,CLR709,2020-12-30,0,NA
Clear Creek,CCRB,CLR710,2020-12-29,32,36
Clear Creek,CCRB,CLR710,2020-12-30,8,36
Clear Creek,CCRB,CLR710,2020-12-31,0,NA
Clear Creek,CCRB,CLR710,2021-01-01,0,NA
Clear Creek,CCRB,CLR710,2021-01-02,0,NA
Clear Creek,VB,CLR711,2021-01-06,8,38
Clear Creek,VB,CLR711,2021-01-07,2,38
Clear Creek,VB,CLR711,2021-01-08,0,NA
Clear Creek,VB,CLR711,2021-01-09,0,NA
Clear Creek,VB,CLR711,2021-01-10,0,NA
Clear Creek,VB,CLR712,2021-01-12,5,36
Clear Creek,VB,CLR712,2021-01-13,1,36
Clear Creek,VB,CLR712,2021-01-14,0,NA
Clear Creek,VB,CLR712,2021-01-15,0,NA
Clear Creek,VB,CLR712,2021-01-16,0,NA
Clear Creek,VB,CLR713,2021-01-20,13,38
Clear Creek,VB,CLR713,2021-01-21,1,38
Clear Creek,VB,CLR713,2021-01-22,0,NA
Clear Creek,VB,CLR713,2021-01-23,0,NA
Clear Creek,VB,CLR713,2021-01-24,0,NA
Clear Creek,CCRB,CLR714,2021-01-20,44,37
Clear Creek,CCRB,CLR714,2021-01-21,3,37
Clear Creek,CCRB,CLR714,2021-01-22,0,NA
Clear Creek,CCRB,CLR714,2021-01-23,0,NA
Clear Creek,CCRB,CLR714,2021-01-24,0,NA
Clear Creek,CCRB,CLR715,2021-02-17,19,38
Clear Creek,CCRB,CLR715,2021-02-18,4,38
Clear Creek,CCRB,CLR715,2021-02-19,1,38
Clear Creek,CCRB,CLR715,2021-02-20,0,NA
Clear Creek,CCRB,CLR715,2021-02-21,0,NA
Clear Creek,VB,CLR716,2021-03-03,17,38
Clear Creek,VB,CLR716,2021-03-04,2,38
Clear Creek,VB,CLR716,2021-03-05,0,NA
Clear Creek,VB,CLR716,2021-03-06,0,NA
Clear Creek,VB,CLR716,2021-03-07,0,NA
Clear Creek,VB,CLR717,2021-03-17,19,38
Clear Creek,VB,CLR717,2021-03-18,2,38
Clear Creek,VB,CLR717,2021-03-19,2,38
Clear Creek,VB,CLR717,2021-03-20,0,NA
Clear Creek,VB,CLR717,2021-03-21,0,NA
Clear Creek,CCRB,CLR718,2021-11-17,36,33
Clear Creek,CCRB,CLR718,2021-11-18,0,NA
Clear Creek,CCRB,CLR718,2021-11-19,0,NA
Clear Creek,CCRB,CLR718,2021-11-20,0,NA
Clear Creek,CCRB,CLR718,2021-11-21,0,NA
Clear Creek,VB,CLR719,2021-11-17,20,34
Clear Creek,VB,CLR719,2021-11-18,0,NA
Clear Creek,VB,CLR719,2021-11-19,0,NA
Clear Creek,VB,CLR719,2021-11-20,0,NA
Clear Creek,VB,CLR719,2021-11-21,0,NA
Clear Creek,CCRB,CLR720,2021-11-23,69,34
Clear Creek,CCRB,CLR720,2021-11-24,0,NA
Clear Creek,CCRB,CLR720,2021-11-25,0,NA
Clear Creek,CCRB,CLR720,2021-11-26,0,NA
Clear Creek,CCRB,CLR720,2021-11-27,0,NA
Clear Creek,VB,CLR721,2021-12-01,19,33
Clear Creek,VB,CLR721,2021-12-02,0,NA
Clear Creek,VB,CLR721,2021-12-03,0,NA
Clear Creek,VB,CLR721,2021-12-04,0,NA
Clear Creek,VB,CLR721,2021-12-05,0,NA
Clear Creek,CCRB,CLR722,2021-12-01,41,34
Clear Creek,CCRB,CLR722,2021-12-02,2,34
Clear Creek,CCRB,CLR722,2021-12-03,0,NA
Clear Creek,CCRB,CLR722,2021-12-04,0,NA
Clear Creek,CCRB,CLR722,2021-12-05,0,NA
Clear Creek,VB,CLR723,2021-12-06,24,34
Clear Creek,VB,CLR723,2021-12-07,5,34
Clear Creek,VB,CLR723,2021-12-08,0,NA
Clear Creek,VB,CLR723,2021-12-09,0,NA
Clear Creek,VB,CLR723,2021-12-10,0,NA
Clear Creek,CCRB,CLR724,2021-12-06,29,32
Clear Creek,CCRB,CLR724,2021-12-07,2,32
Clear Creek,CCRB,CLR724,2021-12-08,0,NA
Clear Creek,CCRB,CLR724,2021-12-09,0,NA
Clear Creek,CCRB,CLR724,2021-12-10,0,NA
Clear Creek,VB,CLR725,2021-12-28,8,35
Clear Creek,VB,CLR725,2021-12-29,4,35
Clear Creek,VB,CLR725,2021-12-30,0,NA
Clear Creek,VB,CLR725,2021-12-31,0,NA
Clear Creek,VB,CLR725,2022-01-01,0,NA
Clear Creek,CCRB,CLR726,2021-12-28,5,36
Clear Creek,CCRB,CLR726,2021-12-29,0,NA
Clear Creek,CCRB,CLR726,2021-12-30,0,NA
Clear Creek,CCRB,CLR726,2021-12-31,0,NA
Clear Creek,CCRB,CLR726,2022-01-01,0,NA
Clear Creek,VB,CLR727,2022-01-21,6,36
Clear Creek,VB,CLR727,2022-01-22,0,NA
Clear Creek,VB,CLR727,2022-01-23,0,NA
Clear Creek,VB,CLR727,2022-01-24,0,NA
Clear Creek,VB,CLR727,2022-01-25,0,NA
Clear Creek,CCRB,CLR728,2022-01-21,28,38
Clear Creek,CCRB,CLR728,2022-01-22,0,NA
Clear Creek,CCRB,CLR728,2022-01-23,0,NA
Clear Creek,CCRB,CLR728,2022-01-24,0,NA
Clear Creek,CCRB,CLR728,2022-01-25,0,NA
Clear Creek,VB,CLR729,2022-02-02,0,NA
Clear Creek,VB,CLR729,2022-02-03,0,NA
Clear Creek,VB,CLR729,2022-02-04,0,NA
Clear Creek,VB,CLR729,2022-02-05,0,NA
Clear Creek,VB,CLR729,2022-02-06,0,NA
Clear Creek,VB,CLR730,2022-02-09,0,NA
Clear Creek,VB,CLR730,2022-02-10,0,NA
Clear Creek,VB,CLR730,2022-02-11,0,NA
Clear Creek,VB,CLR730,2022-02-12,0,NA
Clear Creek,VB,CLR730,2022-02-13,0,NA
Clear Creek,P4,CLR731,2022-02-17,9,33
Clear Creek,P4,CLR731,2022-02-18,1,33
Clear Creek,P4,CLR731,2022-02-19,0,NA
Clear Creek,P4,CLR731,2022-02-20,0,NA
Clear Creek,P4,CLR731,2022-02-21,0,NA
Clear Creek,CCRB,CLR732,2022-12-30,9,35
Clear Creek,CCRB,CLR732,2022-12-31,1,35
Clear Creek,CCRB,CLR732,2023-01-01,0,NA
Clear Creek,CCRB,CLR732,2023-01-02,0,NA
Clear Creek,CCRB,CLR732,2023-01-03,0,NA
Clear Creek,VB,CLR733,2022-12-30,14,38
Clear Creek,VB,CLR733,2022-12-31,3,38
Clear Creek,VB,CLR733,2023-01-01,0,NA
Clear Creek,VB,CLR733,2023-01-02,0,NA
Clear Creek,VB,CLR733,2023-01-03,1,38
Clear Creek,VB,CLR734,2023-02-09,13,37
Clear Creek,VB,CLR734,2023-02-10,0,NA
Clear Creek,VB,CLR734,2023-02-11,0,NA
Clear Creek,VB,CLR734,2023-02-12,0,NA
Clear Creek,VB,CLR734,2023-02-13,0,NA
Clear Creek,VB,CLR735,2024-01-03,2,36
Clear Creek,VB,CLR735,2024-01-04,0,NA
Clear Creek,VB,CLR735,2024-01-05,0,NA
Clear Creek,VB,CLR735,2024-01-06,0,NA
Clear Creek,VB,CLR735,2024-01-07,0,NA
Clear Creek,CCRB,CLR736,2024-01-03,18,36
Clear Creek,CCRB,CLR736,2024-01-04,1,36
Clear Creek,CCRB,CLR736,2024-01-05,1,36
Clear Creek,CCRB,CLR736,2024-01-06,0,NA
Clear Creek,CCRB,CLR736,2024-01-07,0,NA
Clear Creek,VB,CLR737,2024-01-10,3,36
Clear Creek,VB,CLR737,2024-01-11,0,NA
Clear Creek,VB,CLR737,2024-01-12,0,NA
Clear Creek,VB,CLR737,2024-01-13,0,NA
Clear Creek,VB,CLR737,2024-01-14,0,NA
Clear Creek,CCRB,CLR738,2024-01-10,NA,NA
Clear Creek,CCRB,CLR738,2024-01-11,NA,NA
Clear Creek,CCRB,CLR738,2024-01-12,NA,NA
Clear Creek,CCRB,CLR738,2024-01-13,NA,NA
Clear Creek,CCRB,CLR738,2024-01-14,NA,NA
Clear Creek,VB,CLR739,2024-01-17,17,36
Clear Creek,VB,CLR739,2024-01-18,0,NA
Clear Creek,VB,CLR739,2024-01-19,0,NA
Clear Creek,VB,CLR739,2024-01-20,0,NA
Clear Creek,VB,CLR739,2024-01-21,0,NA
Clear Creek,CCRB,CLR740,2024-01-17,14,36
Clear Creek,CCRB,CLR740,2024-01-18,1,36
Clear Creek,CCRB,CLR740,2024-01-19,0,NA
Clear Creek,CCRB,CLR740,2024-01-20,0,NA
Clear Creek,CCRB,CLR740,2024-01-21,0,NA
Clear Creek,VB,CLR741,2024-02-09,4,36
Clear Creek,VB,CLR741,2024-02-10,0,NA
Clear Creek,VB,CLR741,2024-02-11,0,NA
Clear Creek,VB,CLR741,2024-02-12,0,NA
Clear Creek,VB,CLR741,2024-02-13,0,NA
Clear Creek,CCRB,CLR742,2025-01-17,NA,NA
Clear Creek,CCRB,CLR742,2025-01-18,NA,NA
Clear Creek,CCRB,CLR742,2025-01-19,NA,NA
Clear Creek,CCRB,CLR742,2025-01-20,NA,NA
Clear Creek,CCRB,CLR742,2025-01-21,NA,NA
Clear Creek,CCRB,CLR743,2025-01-20,NA,NA
Clear Creek,CCRB,CLR743,2025-01-21,NA,NA
Clear Creek,CCRB,CLR743,2025-01-22,NA,NA
Clear Creek,CCRB,CLR743,2025-01-23,NA,NA
Clear Creek,CCRB,CLR743,2025-01-24,NA,NA
Clear Creek,CCRB,CLR744,2025-01-24,NA,NA
Clear Creek,CCRB,CLR744,2025-01-25,NA,NA
Clear Creek,CCRB,CLR744,2025-01-26,NA,NA
Clear Creek,CCRB,CLR744,2025-01-27,NA,NA
Clear Creek,CCRB,CLR744,2025-01-28,NA,NA
Clear Creek,VB,CLR745,2025-01-04,NA,NA
Clear Creek,VB,CLR745,2025-01-05,NA,NA
Clear Creek,VB,CLR745,2025-01-06,NA,NA
Clear Creek,VB,CLR745,2025-01-07,NA,NA
Clear Creek,VB,CLR745,2025-01-08,NA,NA
Clear Creek,VB,CLR746,2025-01-20,NA,NA
Clear Creek,VB,CLR746,2025-01-21,NA,NA
Clear Creek,VB,CLR746,2025-01-22,NA,NA
Clear Creek,VB,CLR746,2025-01-23,NA,NA
Clear Creek,VB,CLR746,2025-01-24,NA,NA
Clear Creek,VB,CLR747,2025-01-30,NA,NA
Clear Creek,VB,CLR747,2025-01-31,NA,NA
Clear Creek,VB,CLR747,2025-02-01,NA,NA
Clear Creek,VB,CLR747,2025-02-02,NA,NA
Clear Creek,VB,CLR747,2025-02-03,NA,NA
